"tID","mID","cID","tDate","tTime"
"1104","17","216","2020-11-24","06:08:00"
"1105","204","217","2020-01-20","23:46:00"
"1106","203","217","2020-02-18","15:21:00"
"1107","515","217","2020-07-26","05:15:00"
"1108","460","217","2020-08-25","07:14:00"
"1109","321","217","2020-12-30","05:39:00"
"1110","112","219","2020-01-25","05:04:00"
"1111","53","219","2020-06-11","01:50:00"
"1112","313","219","2020-07-01","14:14:00"
"1113","223","219","2020-08-01","07:50:00"
"1114","215","219","2020-08-26","00:16:00"
"1115","601","219","2020-12-06","11:12:00"
"1116","277","220","2020-01-20","10:03:00"
"1117","367","220","2020-02-05","11:02:00"
"1118","266","220","2020-04-25","19:54:00"
"1119","38","220","2020-05-01","06:41:00"
"1120","241","220","2020-05-23","23:34:00"
"1121","47","220","2020-06-25","23:41:00"
"1122","490","220","2020-08-04","06:55:00"
"1123","136","220","2020-09-10","03:26:00"
"1124","146","220","2020-11-21","20:13:00"
"1125","312","221","2020-01-24","04:45:00"
"1126","528","221","2020-03-30","13:28:00"
"1127","342","221","2020-04-11","08:10:00"
"1128","573","221","2020-08-10","20:34:00"
"1129","5","221","2020-08-24","21:15:00"
"1130","575","221","2020-09-22","17:05:00"
"1131","17","222","2020-01-08","03:15:00"
"1132","188","222","2020-03-29","06:57:00"
"1133","279","222","2020-04-13","05:33:00"
"1134","497","222","2020-06-22","10:44:00"
"1135","277","222","2020-07-31","23:20:00"
"1136","328","222","2020-09-23","03:31:00"
"1137","62","222","2020-10-26","12:46:00"
"1138","312","223","2020-02-17","02:22:00"
"1139","304","223","2020-03-07","23:25:00"
"1140","133","223","2020-03-28","07:53:00"
"1141","130","223","2020-04-09","06:58:00"
"1142","62","223","2020-08-06","11:55:00"
"1143","273","223","2020-10-18","21:31:00"
"1144","321","223","2020-11-08","21:01:00"
"1145","53","224","2020-02-25","02:59:00"
"1146","75","224","2020-05-10","07:06:00"
"1147","113","224","2020-10-26","11:57:00"
"1148","415","224","2020-12-03","16:32:00"
"1149","227","224","2020-12-23","18:03:00"
"1150","74","225","2020-01-30","11:37:00"
"1151","25","225","2020-03-06","13:35:00"
"1152","39","225","2020-03-24","11:50:00"
"1153","114","225","2020-08-06","13:39:00"
"1154","336","225","2020-12-05","01:06:00"
"1155","418","226","2020-02-05","15:02:00"
"1156","409","226","2020-03-27","23:52:00"
"1157","65","226","2020-04-11","16:25:00"
"1158","93","227","2020-01-26","04:56:00"
"1159","28","227","2020-05-02","03:13:00"
"1160","4","227","2020-07-09","05:14:00"
"1161","35","227","2020-08-03","02:29:00"
"1162","19","227","2020-08-13","03:56:00"
"1163","181","227","2020-08-24","05:52:00"
"1164","36","227","2020-09-01","18:31:00"
"1165","275","228","2020-02-04","03:33:00"
"1166","584","228","2020-07-18","08:46:00"
"1167","34","228","2020-09-19","22:06:00"
"1168","28","229","2020-01-14","09:49:00"
"1169","14","229","2020-07-29","01:11:00"
"1170","177","229","2020-08-27","10:23:00"
"1171","98","229","2020-12-21","06:59:00"
"1172","138","230","2020-04-12","03:52:00"
"1173","176","230","2020-04-23","22:24:00"
"1174","420","230","2020-06-11","05:28:00"
"1175","175","230","2020-08-25","12:49:00"
"1176","421","230","2020-10-14","05:41:00"
"1177","153","230","2020-10-27","08:40:00"
"1178","310","230","2020-11-05","14:54:00"
"1179","107","230","2020-12-18","04:30:00"
"1180","200","231","2020-03-02","21:56:00"
"1181","327","231","2020-05-28","21:47:00"
"1182","318","231","2020-05-31","16:45:00"
"1183","348","231","2020-07-22","09:22:00"
"1184","270","231","2020-07-31","23:31:00"
"1185","470","231","2020-08-11","15:58:00"
"1186","516","231","2020-11-09","11:16:00"
"1187","198","231","2020-12-05","04:00:00"
"1188","540","232","2020-02-06","01:09:00"
"1189","29","232","2020-03-25","07:50:00"
"1190","77","232","2020-04-12","02:36:00"
"1191","14","232","2020-04-24","03:13:00"
"1192","66","232","2020-05-28","17:00:00"
"1193","389","233","2020-03-24","13:12:00"
"1194","193","233","2020-04-08","04:41:00"
"1195","199","233","2020-06-07","09:40:00"
"1196","368","233","2020-12-03","23:01:00"
"1197","210","233","2020-12-08","12:31:00"
"1198","16","234","2020-01-01","03:51:00"
"1199","211","234","2020-03-03","20:00:00"
"1200","99","234","2020-07-05","06:08:00"
"1201","436","234","2020-10-16","02:55:00"
"1202","526","234","2020-11-20","16:01:00"
"1203","182","234","2020-12-07","02:05:00"
"1204","67","235","2020-02-28","15:34:00"
"1205","68","235","2020-03-24","16:23:00"
"1206","597","235","2020-06-06","11:19:00"
"1207","295","235","2020-07-14","12:12:00"
"1208","314","235","2020-09-20","13:28:00"
"1209","319","235","2020-11-07","14:08:00"
"1210","301","235","2020-12-09","03:37:00"
"1211","316","235","2020-12-16","19:05:00"
"1212","394","236","2020-12-24","20:09:00"
"1213","83","237","2020-04-12","18:14:00"
"1214","191","237","2020-06-15","21:19:00"
"1215","163","237","2020-06-26","13:25:00"
"1216","204","237","2020-08-17","20:45:00"
"1217","593","237","2020-11-06","00:15:00"
"1218","58","237","2020-11-07","07:42:00"
"1219","119","237","2020-11-25","08:53:00"
"1220","429","237","2020-12-09","21:51:00"
"1221","164","238","2020-01-10","18:11:00"
"1222","377","238","2020-01-27","17:02:00"
"1223","261","238","2020-03-24","16:54:00"
"1224","489","238","2020-04-25","04:27:00"
"1225","177","238","2020-11-05","13:33:00"
"1226","109","238","2020-11-07","07:14:00"
"1227","284","238","2020-11-19","11:04:00"
"1228","193","239","2020-05-04","03:57:00"
"1229","130","239","2020-06-27","21:55:00"
"1230","502","239","2020-07-04","10:23:00"
"1231","220","239","2020-07-27","22:42:00"
"1232","302","239","2020-12-13","02:38:00"
"1233","312","240","2020-01-09","01:36:00"
"1234","342","240","2020-04-08","17:58:00"
"1235","598","240","2020-07-02","12:50:00"
"1236","485","240","2020-07-12","03:23:00"
"1237","528","240","2020-10-21","16:06:00"
"1238","5","240","2020-11-10","03:29:00"
"1239","254","240","2020-11-23","15:46:00"
"1240","575","240","2020-12-20","20:08:00"
"1241","123","242","2020-01-06","06:09:00"
"1242","548","242","2020-03-05","05:47:00"
"1243","307","242","2020-04-17","02:42:00"
"1244","570","242","2020-04-26","06:25:00"
"1245","131","242","2020-06-15","20:12:00"
"1246","301","242","2020-07-01","12:44:00"
"1247","184","243","2020-01-12","03:08:00"
"1248","494","243","2020-02-17","14:58:00"
"1249","524","243","2020-04-12","11:59:00"
"1250","559","243","2020-06-01","14:41:00"
"1251","318","243","2020-07-25","02:52:00"
"1252","275","243","2020-08-10","19:58:00"
"1253","57","243","2020-09-29","09:04:00"
"1254","34","243","2020-10-17","23:10:00"
"1255","10","243","2020-10-29","19:01:00"
"1256","2","243","2020-11-27","01:34:00"
"1257","345","243","2020-12-18","14:48:00"
"1258","56","244","2020-02-27","13:03:00"
"1259","208","244","2020-03-15","13:33:00"
"1260","12","244","2020-09-28","08:17:00"
"1261","295","244","2020-10-17","03:11:00"
"1262","253","244","2020-12-27","14:52:00"
"1263","80","245","2020-09-23","01:45:00"
"1264","306","245","2020-11-20","18:59:00"
"1265","488","246","2020-02-22","23:38:00"
"1266","503","246","2020-03-01","07:19:00"
"1267","32","246","2020-05-03","04:14:00"
"1268","461","246","2020-06-07","21:59:00"
"1269","304","246","2020-06-19","11:54:00"
"1270","342","246","2020-07-17","13:59:00"
"1271","359","246","2020-08-02","20:51:00"
"1272","413","246","2020-10-13","22:28:00"
"1273","497","246","2020-12-23","14:19:00"
"1274","312","247","2020-05-14","20:48:00"
"1275","129","247","2020-07-19","02:25:00"
"1276","47","247","2020-12-11","17:42:00"
"1277","25","248","2020-04-01","00:18:00"
"1278","446","248","2020-06-28","08:19:00"
"1279","444","249","2020-04-03","02:25:00"
"1280","519","249","2020-04-17","21:06:00"
"1281","124","250","2020-01-06","17:32:00"
"1282","154","250","2020-01-21","14:01:00"
"1283","248","250","2020-01-30","04:34:00"
"1284","431","250","2020-04-28","09:55:00"
"1285","577","250","2020-05-22","13:09:00"
"1286","559","250","2020-07-17","05:42:00"
"1287","346","250","2020-08-09","12:49:00"
"1288","198","250","2020-09-11","13:59:00"
"1289","345","250","2020-10-20","07:24:00"
"1290","527","251","2020-01-12","02:06:00"
"1291","334","251","2020-02-14","14:00:00"
"1292","150","251","2020-03-25","06:24:00"
"1293","215","251","2020-05-04","19:00:00"
"1294","601","251","2020-07-09","01:47:00"
"1295","336","251","2020-09-16","18:42:00"
"1296","471","251","2020-10-05","11:15:00"
"1297","16","252","2020-02-13","22:27:00"
"1298","211","252","2020-04-23","18:25:00"
"1299","140","252","2020-05-14","20:48:00"
"1300","9","252","2020-06-23","04:53:00"
"1301","26","252","2020-11-10","20:15:00"
"1302","17","252","2020-12-28","10:02:00"
"1303","403","253","2020-01-17","04:29:00"
"1304","286","253","2020-02-02","06:57:00"
"1305","17","253","2020-02-07","06:18:00"
"1306","188","253","2020-03-20","19:55:00"
"1307","273","253","2020-03-24","23:44:00"
"1308","336","253","2020-05-26","16:21:00"
"1309","321","253","2020-06-09","19:28:00"
"1310","62","253","2020-09-03","12:23:00"
"1311","20","253","2020-10-01","16:09:00"
"1312","433","253","2020-10-06","03:39:00"
"1313","85","254","2020-06-01","12:00:00"
"1314","92","254","2020-07-19","22:05:00"
"1315","392","254","2020-07-23","00:44:00"
"1316","220","254","2020-10-10","06:58:00"
"1317","138","255","2020-01-13","09:49:00"
"1318","343","255","2020-01-19","03:53:00"
"1319","66","255","2020-03-09","14:56:00"
"1320","591","255","2020-03-25","01:50:00"
"1321","107","255","2020-04-26","02:13:00"
"1322","420","255","2020-08-27","07:11:00"
"1323","85","255","2020-09-09","19:50:00"
"1324","5","255","2020-10-16","12:21:00"
"1325","36","255","2020-10-21","02:24:00"
"1326","104","256","2020-06-11","11:17:00"
"1327","1","256","2020-06-12","04:40:00"
"1328","121","256","2020-07-16","06:09:00"
"1329","179","256","2020-09-26","00:24:00"
"1330","172","256","2020-09-26","13:43:00"
"1331","298","256","2020-12-12","11:47:00"
"1332","326","256","2020-12-22","20:17:00"
"1333","350","256","2020-12-23","09:52:00"
"1334","253","257","2020-08-27","00:16:00"
"1335","319","257","2020-11-05","02:06:00"
"1336","341","257","2020-12-11","04:34:00"
"1337","188","258","2020-01-24","05:07:00"
"1338","388","258","2020-03-09","22:56:00"
"1339","389","258","2020-06-16","16:37:00"
"1340","394","258","2020-07-11","03:55:00"
"1341","34","258","2020-08-15","21:54:00"
"1342","419","258","2020-09-24","03:33:00"
"1343","14","259","2020-04-23","09:34:00"
"1344","421","259","2020-07-21","07:55:00"
"1345","555","259","2020-11-11","09:52:00"
"1346","117","259","2020-12-11","18:44:00"
"1347","515","260","2020-02-21","08:11:00"
"1348","342","260","2020-09-04","10:36:00"
"1349","598","260","2020-09-24","09:20:00"
"1350","518","260","2020-10-08","06:35:00"
"1351","312","260","2020-10-12","11:37:00"
"1352","528","260","2020-11-18","05:33:00"
"1353","134","261","2020-01-07","08:10:00"
"1354","399","261","2020-07-04","09:30:00"
"1355","402","261","2020-09-02","11:01:00"
"1356","90","261","2020-10-15","06:11:00"
"1357","47","262","2020-01-28","15:26:00"
"1358","4","262","2020-05-15","10:57:00"
"1359","63","262","2020-07-09","00:49:00"
"1360","311","262","2020-09-10","00:23:00"
"1361","339","262","2020-12-03","15:41:00"
"1362","62","262","2020-12-23","15:46:00"
"1363","413","263","2020-01-11","00:52:00"
"1364","133","263","2020-04-04","04:14:00"
"1365","497","263","2020-04-10","12:31:00"
"1366","344","263","2020-05-02","02:42:00"
"1367","459","263","2020-07-03","12:16:00"
"1368","488","263","2020-07-24","01:36:00"
"1369","121","263","2020-10-27","08:52:00"
"1370","32","263","2020-12-02","18:26:00"
"1371","483","263","2020-12-10","06:28:00"
"1372","101","263","2020-12-11","04:49:00"
"1373","130","264","2020-09-27","04:40:00"
"1374","23","264","2020-12-08","02:18:00"
"1375","62","264","2020-12-11","00:07:00"
"1376","547","265","2020-02-25","03:21:00"
"1377","242","265","2020-04-02","16:18:00"
"1378","433","265","2020-11-23","01:08:00"
"1379","516","266","2020-04-17","19:30:00"
"1380","347","266","2020-05-25","09:02:00"
"1381","340","266","2020-07-27","10:04:00"
"1382","271","266","2020-12-13","05:52:00"
"1383","321","267","2020-01-07","11:40:00"
"1384","259","267","2020-01-12","07:24:00"
"1385","359","267","2020-01-20","14:13:00"
"1386","335","267","2020-04-17","08:20:00"
"1387","288","267","2020-06-05","01:49:00"
"1388","347","267","2020-06-13","16:41:00"
"1389","85","268","2020-05-20","13:26:00"
"1390","91","268","2020-05-22","08:47:00"
"1391","325","268","2020-05-28","09:15:00"
"1392","541","268","2020-07-10","12:17:00"
"1393","349","268","2020-11-07","01:47:00"
"1394","12","268","2020-11-16","02:52:00"
"1395","95","269","2020-01-16","09:53:00"
"1396","80","269","2020-05-31","22:09:00"
"1397","534","269","2020-06-04","09:52:00"
"1398","530","269","2020-11-22","21:35:00"
"1399","119","269","2020-12-07","23:47:00"
"1400","65","269","2020-12-08","23:17:00"
"1401","569","269","2020-12-27","10:25:00"
"1402","142","270","2020-01-12","13:10:00"
"1403","336","270","2020-04-05","21:25:00"
"1404","114","270","2020-04-07","03:09:00"
"1405","343","270","2020-05-12","03:27:00"
"1406","261","270","2020-08-03","13:35:00"
"1407","164","270","2020-08-20","15:27:00"
"1408","177","270","2020-09-29","18:26:00"
"1409","130","271","2020-02-04","10:03:00"
"1410","193","271","2020-07-22","15:07:00"
"1411","502","271","2020-10-26","18:20:00"
"1412","373","272","2020-03-22","17:54:00"
"1413","465","272","2020-05-05","00:37:00"
"1414","46","272","2020-07-01","09:00:00"
"1415","39","272","2020-08-16","22:30:00"
"1416","363","272","2020-08-18","04:41:00"
"1417","25","272","2020-12-30","16:23:00"
"1418","13","273","2020-01-03","21:31:00"
"1419","345","273","2020-01-11","18:30:00"
"1420","103","273","2020-04-05","18:39:00"
"1421","184","274","2020-01-13","01:50:00"
"1422","524","274","2020-03-23","14:42:00"
"1423","494","274","2020-06-07","20:15:00"
"1424","34","274","2020-07-28","20:40:00"
"1425","182","275","2020-07-24","16:13:00"
"1426","255","275","2020-09-16","22:13:00"
"1427","526","275","2020-09-30","19:29:00"
"1428","140","275","2020-12-07","18:55:00"
"1429","359","275","2020-12-21","12:28:00"
"1430","86","276","2020-01-06","19:37:00"
"1431","126","276","2020-09-22","10:08:00"
"1432","339","276","2020-11-08","10:36:00"
"1433","325","276","2020-11-10","17:48:00"
"1434","226","276","2020-12-22","01:29:00"
"1435","90","277","2020-02-14","19:57:00"
"1436","469","277","2020-02-25","03:42:00"
"1437","290","277","2020-10-14","07:08:00"
"1438","140","277","2020-11-01","08:26:00"
"1439","192","278","2020-01-14","09:19:00"
"1440","363","278","2020-02-01","12:57:00"
"1441","129","278","2020-06-01","04:39:00"
"1442","283","278","2020-06-13","06:14:00"
"1443","233","278","2020-07-10","18:29:00"
"1444","455","278","2020-12-24","23:15:00"
"1445","185","279","2020-04-02","10:22:00"
"1446","556","279","2020-06-15","20:16:00"
"1447","426","279","2020-07-25","16:01:00"
"1448","385","279","2020-09-14","16:29:00"
"1449","449","279","2020-09-17","15:41:00"
"1450","44","280","2020-03-16","03:15:00"
"1451","558","280","2020-04-20","04:14:00"
"1452","316","280","2020-07-18","06:00:00"
"1453","348","280","2020-08-19","16:25:00"
"1454","36","280","2020-10-20","06:20:00"
"1455","51","280","2020-10-28","05:19:00"
"1456","306","280","2020-12-03","08:48:00"
"1457","90","281","2020-01-11","05:31:00"
"1458","492","281","2020-04-01","12:05:00"
"1459","422","281","2020-05-17","16:21:00"
"1460","313","281","2020-08-08","20:25:00"
"1461","328","281","2020-09-07","17:23:00"
"1462","174","281","2020-09-10","12:00:00"
"1463","242","281","2020-11-02","02:04:00"
"1464","39","282","2020-01-21","21:02:00"
"1465","217","282","2020-04-27","11:14:00"
"1466","390","282","2020-05-23","19:20:00"
"1467","226","282","2020-10-24","11:31:00"
"1468","452","282","2020-11-23","16:15:00"
"1469","302","282","2020-12-09","01:13:00"
"1470","80","283","2020-01-10","01:57:00"
"1471","329","283","2020-06-29","01:10:00"
"1472","306","283","2020-07-11","20:18:00"
"1473","119","283","2020-09-13","16:53:00"
"1474","61","283","2020-10-13","18:51:00"
"1475","218","283","2020-10-22","19:53:00"
"1476","303","283","2020-12-15","18:20:00"
"1477","473","284","2020-01-25","09:37:00"
"1478","93","284","2020-02-06","07:37:00"
"1479","110","284","2020-02-15","04:50:00"
"1480","510","284","2020-09-26","08:36:00"
"1481","600","284","2020-11-08","11:42:00"
"1482","191","284","2020-12-09","10:35:00"
"1483","531","285","2020-01-19","22:03:00"
"1484","571","285","2020-02-20","01:28:00"
"1485","538","285","2020-10-05","19:03:00"
"1486","356","286","2020-03-18","08:10:00"
"1487","26","286","2020-04-08","07:57:00"
"1488","556","286","2020-04-09","18:38:00"
"1489","243","286","2020-06-27","11:21:00"
"1490","165","286","2020-07-30","21:13:00"
"1491","301","286","2020-08-04","07:14:00"
"1492","572","286","2020-08-30","14:18:00"
"1493","409","287","2020-03-10","21:59:00"
"1494","312","287","2020-05-01","02:48:00"
"1495","379","287","2020-08-11","06:16:00"
"1496","493","287","2020-08-20","04:15:00"
"1497","39","287","2020-11-03","15:44:00"
"1498","114","288","2020-01-08","10:25:00"
"1499","328","288","2020-06-28","09:32:00"
"1500","12","288","2020-07-19","17:25:00"
"1501","1","288","2020-08-10","05:55:00"
"1502","243","288","2020-11-08","10:07:00"
"1503","502","288","2020-12-24","12:11:00"
"1504","297","289","2020-02-04","23:37:00"
"1505","424","289","2020-02-19","02:57:00"
"1506","536","289","2020-07-18","05:17:00"
"1507","532","289","2020-07-25","18:53:00"
"1508","554","289","2020-11-22","14:44:00"
"1509","97","290","2020-01-08","07:23:00"
"1510","406","290","2020-03-13","15:02:00"
"1511","319","290","2020-06-06","09:32:00"
"1512","8","290","2020-06-28","05:31:00"
"1513","143","290","2020-09-21","12:06:00"
"1514","509","291","2020-01-07","06:13:00"
"1515","332","291","2020-03-08","08:45:00"
"1516","463","291","2020-06-01","21:36:00"
"1517","322","291","2020-07-23","11:14:00"
"1518","502","291","2020-08-12","23:29:00"
"1519","323","291","2020-11-14","02:06:00"
"1520","370","292","2020-08-06","06:51:00"
"1521","506","292","2020-08-23","09:14:00"
"1522","586","292","2020-09-19","01:45:00"
"1523","517","292","2020-10-11","07:42:00"
"1524","288","292","2020-12-10","04:06:00"
"1525","241","292","2020-12-15","09:37:00"
"1526","163","293","2020-01-02","07:34:00"
"1527","216","293","2020-05-23","20:08:00"
"1528","288","293","2020-08-21","19:13:00"
"1529","389","293","2020-09-28","22:02:00"
"1530","400","293","2020-10-15","21:59:00"
"1531","371","293","2020-10-18","10:05:00"
"1532","545","294","2020-01-16","12:22:00"
"1533","243","295","2020-01-03","14:52:00"
"1534","381","295","2020-03-24","03:18:00"
"1535","241","295","2020-08-01","17:11:00"
"1536","189","295","2020-11-30","15:51:00"
"1537","314","295","2020-12-30","13:10:00"
"1538","43","296","2020-02-02","16:00:00"
"1539","21","296","2020-02-23","08:39:00"
"1540","228","296","2020-05-06","20:37:00"
"1541","103","296","2020-05-18","02:11:00"
"1542","380","296","2020-09-11","18:32:00"
"1543","355","296","2020-11-07","01:12:00"
"1544","461","296","2020-12-25","14:05:00"
"1545","333","297","2020-01-17","11:20:00"
"1546","322","297","2020-01-18","00:43:00"
"1547","418","297","2020-07-31","02:05:00"
"1548","249","297","2020-08-17","09:56:00"
"1549","155","297","2020-11-10","06:05:00"
"1550","98","297","2020-12-23","22:29:00"
"1551","422","298","2020-03-18","21:03:00"
"1552","492","298","2020-03-20","08:30:00"
"1553","90","298","2020-04-16","14:05:00"
"1554","313","298","2020-07-07","12:15:00"
"1555","174","298","2020-08-20","21:37:00"
"1556","245","299","2020-08-05","23:51:00"
"1557","333","299","2020-12-12","05:36:00"
"1558","416","300","2020-01-20","08:07:00"
"1559","463","300","2020-04-25","14:07:00"
"1560","405","301","2020-11-22","10:49:00"
"1561","79","302","2020-01-28","00:40:00"
"1562","297","302","2020-08-04","19:43:00"
"1563","354","302","2020-09-22","04:07:00"
"1564","55","303","2020-06-11","05:29:00"
"1565","311","303","2020-07-06","01:54:00"
"1566","451","303","2020-08-08","09:29:00"
"1567","369","303","2020-11-14","22:56:00"
"1568","333","304","2020-01-05","18:13:00"
"1569","322","304","2020-06-08","14:03:00"
"1570","249","304","2020-07-24","15:10:00"
"1571","155","304","2020-08-04","15:01:00"
"1572","418","304","2020-08-11","14:54:00"
"1573","98","304","2020-09-04","03:35:00"
"1574","37","304","2020-11-22","00:33:00"
"1575","140","305","2020-01-07","10:25:00"
"1576","58","305","2020-06-12","01:45:00"
"1577","203","305","2020-06-22","19:58:00"
"1578","36","305","2020-07-14","16:59:00"
"1579","40","306","2020-01-12","20:12:00"
"1580","400","306","2020-04-20","11:36:00"
"1581","411","306","2020-06-11","07:42:00"
"1582","82","306","2020-07-02","18:26:00"
"1583","26","306","2020-07-04","13:29:00"
"1584","112","306","2020-07-28","20:30:00"
"1585","129","306","2020-10-22","13:34:00"
"1586","352","307","2020-04-13","06:23:00"
"1587","299","307","2020-05-26","14:52:00"
"1588","185","307","2020-07-10","14:35:00"
"1589","455","307","2020-08-05","04:50:00"
"1590","420","307","2020-10-01","13:58:00"
"1591","187","307","2020-10-28","08:04:00"
"1592","418","308","2020-01-08","23:12:00"
"1593","72","308","2020-03-20","00:41:00"
"1594","136","308","2020-06-13","06:00:00"
"1595","210","308","2020-07-31","07:24:00"
"1596","221","308","2020-08-02","12:44:00"
"1597","343","308","2020-09-24","16:02:00"
"1598","332","308","2020-10-06","11:14:00"
"1599","332","308","2020-11-11","14:27:00"
"1600","337","308","2020-12-07","18:10:00"
"1601","333","309","2020-01-23","22:17:00"
"1602","322","309","2020-02-01","03:41:00"
"1603","249","309","2020-06-10","15:50:00"
"1604","418","309","2020-06-11","13:31:00"
"1605","98","309","2020-07-03","16:00:00"
"1606","155","309","2020-08-05","19:06:00"
"1607","37","309","2020-12-20","14:31:00"
"1608","312","310","2020-01-04","10:42:00"
"1609","342","310","2020-01-09","11:17:00"
"1610","528","310","2020-02-18","10:13:00"
"1611","497","310","2020-08-06","08:08:00"
"1612","5","310","2020-09-15","08:19:00"
"1613","423","311","2020-02-23","09:15:00"
"1614","400","311","2020-04-19","16:42:00"
"1615","334","311","2020-05-31","14:23:00"
"1616","110","311","2020-07-05","03:46:00"
"1617","29","311","2020-10-25","03:39:00"
"1618","143","311","2020-10-27","14:43:00"
"1619","454","311","2020-12-15","15:34:00"
"1620","333","312","2020-01-02","22:08:00"
"1621","322","312","2020-02-28","05:26:00"
"1622","418","312","2020-09-03","06:17:00"
"1623","249","312","2020-11-21","04:33:00"
"1624","155","313","2020-10-02","10:36:00"
"1625","318","313","2020-11-06","01:52:00"
"1626","37","313","2020-11-30","03:16:00"
"1627","98","313","2020-12-02","23:09:00"
"1628","127","313","2020-12-20","02:51:00"
"1629","523","314","2020-01-17","00:41:00"
"1630","91","314","2020-03-31","18:16:00"
"1631","386","314","2020-07-19","13:16:00"
"1632","220","314","2020-07-29","14:40:00"
"1633","280","314","2020-08-15","13:50:00"
"1634","355","314","2020-08-29","07:32:00"
"1635","330","314","2020-09-07","17:59:00"
"1636","155","315","2020-07-29","14:36:00"
"1637","98","315","2020-10-20","07:00:00"
"1638","37","315","2020-11-13","20:09:00"
"1639","492","316","2020-05-09","10:56:00"
"1640","129","316","2020-07-16","01:57:00"
"1641","92","317","2020-07-07","16:29:00"
"1642","302","317","2020-09-16","02:32:00"
"1643","586","317","2020-10-15","17:35:00"
"1644","129","317","2020-11-05","00:56:00"
"1645","270","318","2020-02-22","02:47:00"
"1646","206","318","2020-04-17","15:58:00"
"1647","179","318","2020-06-05","19:10:00"
"1648","98","318","2020-08-20","02:21:00"
"1649","31","318","2020-09-28","00:06:00"
"1650","530","319","2020-01-03","13:12:00"
"1651","27","319","2020-03-24","20:22:00"
"1652","240","319","2020-04-01","01:22:00"
"1653","437","319","2020-05-22","10:47:00"
"1654","523","319","2020-07-16","09:40:00"
"1655","583","319","2020-09-02","16:06:00"
"1656","81","319","2020-12-28","05:05:00"
"1657","118","320","2020-02-07","19:24:00"
"1658","199","320","2020-02-21","00:23:00"
"1659","13","320","2020-04-21","15:37:00"
"1660","211","320","2020-04-24","09:33:00"
"1661","15","320","2020-04-28","05:46:00"
"1662","143","321","2020-01-08","00:57:00"
"1663","258","321","2020-07-07","09:12:00"
"1664","509","321","2020-12-15","16:28:00"
"1665","512","322","2020-02-22","11:36:00"
"1666","44","322","2020-06-22","14:29:00"
"1667","261","322","2020-08-02","18:54:00"
"1668","406","322","2020-08-20","03:09:00"
"1669","109","322","2020-09-03","12:19:00"
"1670","435","322","2020-11-01","02:20:00"
"1671","259","322","2020-11-29","23:24:00"
"1672","299","323","2020-02-03","20:07:00"
"1673","46","323","2020-02-28","09:24:00"
"1674","159","323","2020-03-23","02:48:00"
"1675","571","323","2020-04-18","14:24:00"
"1676","62","323","2020-04-24","04:00:00"
"1677","100","323","2020-06-04","23:42:00"
"1678","11","323","2020-06-25","08:18:00"
"1679","122","323","2020-07-12","00:37:00"
"1680","449","323","2020-08-13","22:06:00"
"1681","252","323","2020-08-23","17:47:00"
"1682","379","323","2020-10-13","17:02:00"
"1683","309","323","2020-11-20","21:55:00"
"1684","527","325","2020-08-14","19:39:00"
"1685","334","326","2020-01-24","17:07:00"
"1686","215","326","2020-02-05","10:14:00"
"1687","601","326","2020-05-18","09:23:00"
"1688","142","326","2020-07-30","20:17:00"
"1689","114","326","2020-08-25","19:27:00"
"1690","490","326","2020-11-05","15:48:00"
"1691","146","327","2020-02-15","06:24:00"
"1692","38","327","2020-02-18","15:31:00"
"1693","404","327","2020-02-22","15:01:00"
"1694","312","327","2020-05-21","22:44:00"
"1695","485","327","2020-08-21","06:38:00"
"1696","598","327","2020-09-11","13:23:00"
"1697","528","327","2020-11-23","23:34:00"
"1698","497","327","2020-12-20","03:01:00"
"1699","254","328","2020-01-22","04:46:00"
"1700","5","328","2020-04-09","10:53:00"
"1701","160","328","2020-05-09","16:22:00"
"1702","153","328","2020-10-03","10:13:00"
"1703","117","329","2020-01-29","03:22:00"
"1704","371","329","2020-04-10","15:32:00"
"1705","6","329","2020-05-23","16:49:00"
"1706","62","329","2020-07-11","13:51:00"
"1707","433","330","2020-01-24","23:15:00"
"1708","242","330","2020-02-23","15:07:00"
"1709","303","330","2020-04-01","04:59:00"
"1710","242","330","2020-05-15","10:36:00"
"1711","62","330","2020-05-23","05:00:00"
"1712","478","330","2020-07-11","00:28:00"
"1713","309","330","2020-09-14","12:36:00"
"1714","435","330","2020-11-02","03:35:00"
"1715","177","330","2020-11-06","04:30:00"
"1716","290","330","2020-12-21","07:46:00"
"1717","273","331","2020-01-28","04:50:00"
"1718","152","331","2020-04-14","14:55:00"
"1719","16","331","2020-07-24","00:24:00"
"1720","4","331","2020-08-24","15:19:00"
"1721","317","332","2020-01-03","18:41:00"
"1722","239","332","2020-02-18","02:55:00"
"1723","497","332","2020-03-15","15:17:00"
"1724","99","332","2020-05-02","18:54:00"
"1725","357","332","2020-07-16","22:28:00"
"1726","282","332","2020-07-31","10:04:00"
"1727","167","332","2020-08-02","11:49:00"
"1728","183","332","2020-10-03","02:26:00"
"1729","84","332","2020-10-20","05:42:00"
"1730","195","332","2020-11-09","06:37:00"
"1731","49","333","2020-01-06","16:40:00"
"1732","187","333","2020-03-29","16:18:00"
"1733","290","333","2020-07-17","12:14:00"
"1734","282","333","2020-10-22","21:39:00"
"1735","315","334","2020-01-19","19:19:00"
"1736","266","334","2020-05-04","17:54:00"
"1737","411","334","2020-06-07","03:02:00"
"1738","263","334","2020-06-25","11:52:00"
